x
910,500,4,1,2,50,1,0
16910,-171.429551026006,4,1,2,50,0,0
18910,-85.7147755130029,4,1,2,50,0,0
20878,454.545454545455,4,1,2,50,1,0
21843,-47.1431265321516,4,1,0,15,0,0
22033,-94.2862530643032,4,1,0,15,0,0
22222,-188.572506128606,4,1,0,15,0,0
22411,-377.145012257213,4,1,0,15,0,0
22601,-94.2862530643032,4,1,0,15,0,0
23661,-47.1431265321516,4,1,0,15,0,0
23851,-94.2862530643032,4,1,0,15,0,0
24040,-188.572506128606,4,1,0,15,0,0
24230,-377.145012257213,4,1,0,15,0,0
24495,-94.2862530643032,4,1,0,15,0,0
25480,-47.1431265321516,4,1,0,15,0,0
25669,-94.2862530643032,4,1,0,15,0,0
25858,-188.572506128606,4,1,0,15,0,0
26048,-377.145012257213,4,1,0,15,0,0
26237,-94.2862530643032,4,1,0,15,0,0
27298,-47.1431265321516,4,1,0,15,0,0
27525,-94.2862530643032,4,1,0,15,0,0
27752,-188.572506128606,4,1,0,15,0,0
27942,-377.145012257213,4,1,0,15,0,0
28131,-94.2862530643032,4,1,0,15,0,0
29116,-47.1431265321516,4,1,0,15,0,0
29305,-94.2862530643032,4,1,0,15,0,0
29495,-188.572506128606,4,1,0,15,0,0
29684,-377.145012257213,4,1,0,15,0,0
29873,-94.2862530643032,4,1,0,15,0,0
30934,-47.1431265321516,4,1,0,15,0,0
31161,-94.2862530643032,4,1,0,15,0,0
31389,-188.572506128606,4,1,0,15,0,0
31578,-377.145012257213,4,1,0,15,0,0
31767,-94.2862530643032,4,1,0,15,0,0
32752,-47.1431265321516,4,1,0,15,0,0
32942,-94.2862530643032,4,1,0,15,0,0
33131,-188.572506128606,4,1,0,15,0,0
33320,-377.145012257213,4,1,0,15,0,0
33510,-94.2862530643032,4,1,0,15,0,0
35423,457.142857142857,4,1,0,15,1,0
35423,-140.725750842244,3,2,0,30,0,0
35538,-123.356034133108,3,2,0,30,0,0
35652,-111.607840406145,3,2,0,30,0,0
35680,-70.489162361776,3,2,0,30,0,0
35766,-187.501171882324,3,2,0,30,0,0
35852,-46.8752929705811,3,2,0,30,0,0
35880,-93.7505859411621,3,2,0,30,0,0
36109,-31.2501953137207,3,2,0,30,0,0
36223,-937.505859411621,3,2,0,30,0,0
36338,-93.7505859411621,3,2,0,30,0,0
36452,-375.002343764649,3,2,0,30,0,0
36566,-284.092684670188,3,2,0,30,0,0
36681,-223.215680812291,3,2,0,30,0,0
36795,-187.501171882324,3,2,0,30,0,0
36909,-158.89929820536,3,2,0,30,0,0
37023,-139.926247673377,3,2,0,30,0,0
37138,-123.356034133108,3,2,0,30,0,0
37252,-111.607840406145,3,2,0,30,0,0
37481,-31.2501953137207,3,2,0,30,0,0
37595,-375.002343764649,3,2,0,30,0,0
37709,-284.092684670188,3,2,0,30,0,0
37823,-223.215680812291,3,2,0,30,0,0
37938,-187.501171882324,3,2,0,30,0,0
38052,-158.89929820536,3,2,0,30,0,0
38166,-937.505859411621,3,2,0,30,0,0
38281,-123.356034133108,3,2,0,30,0,0
38395,-111.607840406145,3,2,0,30,0,0
38509,-101.902810805611,3,2,0,30,0,0
38624,-93.7505859411621,3,2,0,30,0,0
38852,-31.2501953137207,3,2,0,30,0,0
38966,-375.002343764649,3,2,0,30,0,0
39081,-284.092684670188,3,2,0,30,0,0
39195,-223.215680812291,3,2,0,30,0,0
39309,-187.501171882324,3,2,0,30,0,0
39424,-158.89929820536,3,2,0,30,0,0
39538,-139.926247673377,3,2,0,30,0,0
39652,-123.356034133108,3,2,0,30,0,0
39766,-111.607840406145,3,2,0,30,0,0
39881,-101.902810805611,3,2,0,30,0,0
39995,-93.7505859411621,3,2,0,30,0,0
40224,-18.7501171882324,3,2,0,30,0,0
40338,-937.505859411621,3,2,0,30,0,0
40452,-625.003906274414,3,2,0,30,0,0
40567,-493.424136532432,3,2,0,30,0,0
40681,-390.627441421509,3,2,0,30,0,0
40795,-334.823521218436,3,2,0,30,0,0
40909,-284.092684670188,3,2,0,30,0,0
41024,-253.379962003141,3,2,0,30,0,0
41138,-223.215680812291,3,2,0,30,0,0
41252,-203.805621611222,3,2,0,30,0,0
41367,-187.501171882324,3,2,0,30,0,0
41595,-59.3358138868115,3,2,0,30,0,0
41681,-223.215680812291,3,2,0,30,0,0
42052,-187.501171882324,3,2,0,30,0,0
42167,-158.89929820536,3,2,0,30,0,0
42281,-139.926247673377,3,2,0,30,0,0
42395,-123.356034133108,3,2,0,30,0,0
42452,-40.7611243222444,3,2,0,30,0,0
42510,-937.505859411621,3,2,0,30,0,0
42567,-40.7611243222444,3,2,0,30,0,0
42624,-937.505859411621,3,2,0,30,0,0
42681,-40.7611243222444,3,2,0,30,0,0
42738,-937.505859411621,3,2,0,30,0,0
42795,-93.7505859411621,3,2,0,30,0,0
42967,-31.2501953137207,3,2,0,30,0,0
43081,-375.002343764649,3,2,0,30,0,0
43195,-284.092684670188,3,2,0,30,0,0
43310,-223.215680812291,3,2,0,30,0,0
43424,-187.501171882324,3,2,0,30,0,0
